             VARIABLE : meridional current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
13.7S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.72018	-0.426064	-0.2863643	0.04451358	0.3176624	0.3988956	0.347133	0.2481102	0.1806211	0.1097517	0.03404368	-0.08833259	-0.1521571	-0.1199777	-0.007963906	-10	-10	-10	-10	0.5024307	0.5835098	0.1627993	0.1330111	0.01036439	-0.05344119	-0.09118303	-0.09338517	-0.08289534	-0.06770464	-0.1054733	-0.1197167	-0.1421527	-0.1023934	-0.08393972	-0.07400463	-0.1011711	-0.1230525	-0.1461564	-0.15458	-0.1569627	-0.1379367	-0.141665	-0.1106667	-0.0713073	-0.07227914	-0.08916104	-0.09721069	-0.1011575	-0.07467753	-0.06364233	-0.05192512	-0.06107178	-0.058472	-0.05601707	-0.0649832	-0.0750682	-0.08039128	-0.07288657	-0.0634323	-0.05545824	-0.04497261	-0.01906218	0.02068407	0.0539393	0.04665696	0.002766661	-0.06734768	-0.1335208	-0.1815577	-0.1933515	-0.1870525	-0.1889415	-0.1867175	-0.1721555	-0.1574009	-0.1477272	-0.1428104	-0.1302547	-0.09789585	-0.06706727	-0.05530321	-0.05651781	-0.05992228	-0.06316931	-0.05171708	-0.03233632	-0.02557488	-0.03410309	-0.04175736	-0.03581624	-0.03200471	-0.02024791	-0.02280832	-0.01880335	-0.01978341	-0.02852813	-0.04123139	-0.04065624	-0.04809107	-0.07731085	-0.1287217	-0.1925586	-0.2784716	-0.3445157	-0.3631546	-0.3382067	-0.2880901	-0.2322119	-0.1727938	-0.1272662	-0.09553019	-0.07899745	-0.06464209	-0.06062821	-0.04922662	-0.03568989	-0.01837539	-0.009770138	0.004629216	0.01909967	0.04776007	0.06272115	0.0412836	-0.01521823	-0.06141755	-0.08146822	-0.06303133	-0.01841969	0.03283044	0.0703055	0.07970156	0.07899746	0.06886262	0.04928311	0.02498477	0.01233446	0.0134066	0.02868367	0.03233837	0.04583852	0.06061325	0.06465815	0.05090599	0.05645713	0.04464698	0.0277999	-0.0158909	-0.06889138	-0.1098303	-0.1134581	-0.08334889	-0.0392268	-0.06744966	-0.2114707	-0.3041586	-0.2479026	-0.142854	-0.09052363	-0.1161742
13.4S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.7033688	-0.4719667	-0.3742192	-0.03139976	0.2795965	0.4360241	0.42388	0.3360384	0.2475701	0.1582518	0.04809263	-0.09330334	-0.1750234	-0.1424412	-0.008422014	-10	-10	-10	-10	0.6478288	0.5867671	0.160357	0.1496414	0.002716775	-0.04972913	-0.1057981	-0.09558302	-0.08869881	-0.05784198	-0.1064523	-0.1180665	-0.1535703	-0.1120606	-0.0890468	-0.06956515	-0.09694586	-0.116438	-0.1344088	-0.1377697	-0.1467214	-0.1361754	-0.1505723	-0.1241338	-0.08389556	-0.09367723	-0.1153118	-0.1162729	-0.121449	-0.0739252	-0.05490628	-0.04275188	-0.05953128	-0.05639758	-0.05728095	-0.05955909	-0.06506815	-0.0707721	-0.06968796	-0.06502831	-0.05554877	-0.03968	-0.01321681	0.01919467	0.04089994	0.03526254	-0.008608239	-0.07211743	-0.1382629	-0.1785674	-0.1917473	-0.1794042	-0.1775382	-0.1777398	-0.1697923	-0.1602896	-0.1485884	-0.1393662	-0.1276333	-0.1017214	-0.07650942	-0.07114533	-0.0754739	-0.08273604	-0.07798592	-0.0558346	-0.02422294	-0.01364256	-0.02365351	-0.03863987	-0.04698526	-0.03868265	-0.03432031	-0.02121678	-0.01504323	-0.002500965	-0.02224644	-0.04035989	-0.04612258	-0.05561189	-0.09409501	-0.1572182	-0.2420172	-0.3489555	-0.4063783	-0.4029674	-0.3561264	-0.3002029	-0.2336664	-0.1735791	-0.1230619	-0.09400533	-0.07312659	-0.07037037	-0.05971444	-0.05250825	-0.03187863	-0.02034567	-0.004884752	0.001356578	0.01721654	0.03379057	0.04397583	0.01774227	-0.02242358	-0.05411815	-0.05648829	-0.03441813	0.008015078	0.04995849	0.07957803	0.08059847	0.07619504	0.06795635	0.04493525	0.02282983	0.00855804	0.01641147	0.02753014	0.03421635	0.04627645	0.06157888	0.06231254	0.05377786	0.05085785	0.04296952	0.0168442	-0.01807811	-0.06988896	-0.09704056	-0.1007988	-0.06164293	-0.03088016	-0.08539361	-0.259551	-0.2944533	-0.2526219	-0.1378513	-0.1096022	-0.1446735
13.1S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.6739113	-0.5194305	-0.4609752	-0.1082258	0.239279	0.4443632	0.4675454	0.4082815	0.3062064	0.200244	0.0683884	-0.08683452	-0.1734087	-0.1501264	-0.04107442	0.01883042	-10	-10	0.06004829	0.7929203	0.5733766	0.1539461	0.1621106	-0.008208795	-0.0383596	-0.1296813	-0.09231787	-0.1015616	-0.04666254	-0.1033574	-0.1124291	-0.1535875	-0.1263862	-0.09865702	-0.0741673	-0.09408683	-0.1090328	-0.1176627	-0.1213342	-0.1219102	-0.1261202	-0.1422566	-0.1446379	-0.106547	-0.1240499	-0.1439439	-0.1394081	-0.1387997	-0.07114585	-0.04366659	-0.03112778	-0.04584	-0.0448159	-0.04696027	-0.04616045	-0.05404557	-0.06355756	-0.07174157	-0.0719379	-0.05838539	-0.04220903	-0.01511751	0.006294888	0.02642124	0.01602258	-0.02522755	-0.08640023	-0.1473678	-0.1742474	-0.1861164	-0.1708743	-0.161976	-0.1663549	-0.166965	-0.1605114	-0.1527248	-0.1410032	-0.1289467	-0.1076194	-0.08993431	-0.08704219	-0.09690949	-0.1044431	-0.09681345	-0.06483135	-0.0236935	-0.0044607	-0.01380089	-0.03457127	-0.04655513	-0.04766186	-0.03837753	-0.02540208	-0.00481022	0.0009738996	-0.01672667	-0.03861139	-0.04390454	-0.06759862	-0.1111647	-0.1919297	-0.3030083	-0.4079035	-0.4370435	-0.4053579	-0.3543667	-0.2976339	-0.238173	-0.1742988	-0.1320473	-0.09420266	-0.08073163	-0.06936336	-0.06705251	-0.04908464	-0.03927835	-0.02302884	-0.01689732	-0.002928739	0.006735755	0.02096321	0.02137523	0.0006793887	-0.02823828	-0.04175982	-0.03482745	-0.006984298	0.02797878	0.05987544	0.08149365	0.0794263	0.07557249	0.06410091	0.04504439	0.01926529	0.01438692	0.02265553	0.02970595	0.03713906	0.05116384	0.05581349	0.06133075	0.04845129	0.04728593	0.0314306	0.01071432	-0.03177484	-0.07036538	-0.09475773	-0.07967017	-0.0439932	-0.02045077	-0.1137884	-0.2744508	-0.2878176	-0.251516	-0.133382	-0.132982	-0.1984612
12.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.62129	-0.557346	-0.533437	-0.1879839	0.2098777	0.437618	0.4874395	0.440612	0.3539265	0.2259051	0.08794778	-0.06950054	-0.1526921	-0.1454579	-0.08142171	0.05428717	-10	-10	0.188205	0.873406	0.5437008	0.1321446	0.1793361	-0.0282297	-0.02770024	-0.1528016	-0.09543302	-0.1095412	-0.05157357	-0.09249701	-0.1112031	-0.142199	-0.1371403	-0.1091659	-0.09034937	-0.0978815	-0.1071037	-0.1070214	-0.1042169	-0.09852454	-0.1052438	-0.1261169	-0.1615689	-0.1390338	-0.1487144	-0.175268	-0.1577537	-0.149409	-0.06502315	-0.03254729	-0.01751493	-0.02227954	-0.02329091	-0.02872	-0.03188891	-0.04620645	-0.06213748	-0.07762753	-0.07852945	-0.07139169	-0.05246137	-0.03050828	-0.005260279	0.006043714	-0.008652082	-0.05107419	-0.1111108	-0.1591879	-0.1705532	-0.1784159	-0.1630784	-0.1456354	-0.1543776	-0.1622132	-0.1608205	-0.1565612	-0.1486096	-0.1361201	-0.1163352	-0.1029144	-0.103952	-0.1145589	-0.126747	-0.1154679	-0.07646753	-0.025487	0.001417883	-0.00638152	-0.02560023	-0.0384717	-0.04592917	-0.04137947	-0.02176555	-0.002009632	0.002236673	-0.02162925	-0.0274474	-0.04905484	-0.07567586	-0.132725	-0.2300241	-0.3565636	-0.4292605	-0.4170187	-0.3797551	-0.3351833	-0.2987125	-0.2411397	-0.1883286	-0.1400977	-0.1102622	-0.08745256	-0.08126237	-0.06816614	-0.06217205	-0.04722126	-0.04279583	-0.02794848	-0.01892276	-0.004624574	0.002663841	0.006270975	-0.01175134	-0.02242238	-0.025801	-0.009672861	0.01621927	0.04205584	0.06441642	0.07902426	0.07951217	0.07150485	0.06285143	0.04129639	0.02483625	0.02344658	0.03532807	0.03628773	0.04892254	0.05174652	0.0544554	0.05043838	0.04502058	0.03615464	0.02550489	-0.005964388	-0.04422713	-0.08163472	-0.09244706	-0.06353163	-0.02529569	-0.01853372	-0.1360834	-0.2692287	-0.2817139	-0.2467602	-0.1218469	-0.1647875	-0.2446727
12.6S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.549121	-0.5681652	-0.5780839	-0.241531	0.1696674	0.4266045	0.4774136	0.4508219	0.3661917	0.2493843	0.1012991	-0.04715841	-0.1254842	-0.1304627	-0.07898135	0.08071807	-10	-10	0.3416148	0.9107746	0.4670636	0.1189988	0.1870882	-0.05487412	-0.0244933	-0.1656694	-0.1086953	-0.1121257	-0.07168489	-0.08655691	-0.1125321	-0.1323786	-0.1341756	-0.1147878	-0.1114657	-0.1108593	-0.1108296	-0.1050352	-0.08861572	-0.09049095	-0.07405725	-0.1119299	-0.1620656	-0.1774369	-0.1550007	-0.1983597	-0.1695256	-0.1515536	-0.05836163	-0.02028736	0.002315681	0.001021083	0.002303313	-0.009763299	-0.02309476	-0.04928223	-0.06858668	-0.08477172	-0.08716552	-0.08387464	-0.06762835	-0.04440353	-0.02105197	-0.01886092	-0.03955506	-0.08697799	-0.1412806	-0.1686851	-0.1639858	-0.1682677	-0.1576488	-0.1358562	-0.1419355	-0.1604123	-0.162086	-0.1626592	-0.1550419	-0.1434788	-0.1224519	-0.1107618	-0.1141497	-0.1271549	-0.1405441	-0.1279234	-0.08297025	-0.0302294	0.007122105	0.00470476	-0.009705788	-0.02399164	-0.03529543	-0.03627004	-0.01458639	-0.001365943	-0.001812846	-0.02277323	-0.02328623	-0.05062652	-0.08479425	-0.1570982	-0.2674616	-0.3755769	-0.393847	-0.3646266	-0.3330309	-0.3141754	-0.2898916	-0.2564275	-0.2065263	-0.1662914	-0.1256703	-0.1072014	-0.08889827	-0.08464549	-0.07155194	-0.06637113	-0.05465554	-0.04361307	-0.0307987	-0.02241235	-0.007201428	-0.00431753	-0.006578404	-0.01150132	-0.004040971	0.01263768	0.03427074	0.05145054	0.06771977	0.07726911	0.07742875	0.07034649	0.05807787	0.04437956	0.03326624	0.04073343	0.04313736	0.05370833	0.05621985	0.05721062	0.04452163	0.04059016	0.0302947	0.02840559	0.008316622	-0.02761751	-0.07057595	-0.08671691	-0.1008929	-0.05081532	-0.009338695	-0.01576104	-0.1472453	-0.2507496	-0.2824627	-0.2367313	-0.1082821	-0.1795679	-0.2711708
12.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.4527803	-0.5499829	-0.5876139	-0.2763456	0.1208362	0.3918504	0.4486597	0.4330161	0.3650251	0.2470997	0.1166915	-0.03957056	-0.09125471	-0.1061985	-0.04366389	0.1025932	-10	-10	0.6377311	0.8697349	0.3520473	0.1204575	0.1768875	-0.07998371	-0.04089787	-0.1594758	-0.1337797	-0.1066987	-0.1027555	-0.08788184	-0.1204466	-0.1260263	-0.125602	-0.1150888	-0.1251994	-0.1294635	-0.1246159	-0.1005781	-0.08738224	-0.08327806	-0.06627907	-0.09103555	-0.141882	-0.2149868	-0.1474462	-0.2023103	-0.16664	-0.150803	-0.05188138	-0.008901475	0.02345518	0.02277197	0.02077664	0.001236802	-0.02789268	-0.05858155	-0.07891589	-0.08909994	-0.09157128	-0.08544564	-0.07891374	-0.05595192	-0.04190883	-0.04238202	-0.07493212	-0.1235834	-0.1672769	-0.1740835	-0.1555841	-0.1554625	-0.1511184	-0.1322025	-0.1305187	-0.1541323	-0.1657443	-0.1684581	-0.163408	-0.149634	-0.1298639	-0.1125203	-0.1190859	-0.1345895	-0.1481008	-0.1310717	-0.08374698	-0.02874632	0.01122332	0.01905334	0.007845494	-0.00576411	-0.02079149	-0.02248981	-0.007324715	-0.002583284	-0.01161666	-0.01879871	-0.02825479	-0.04589596	-0.09997572	-0.1857397	-0.293466	-0.3508536	-0.3324349	-0.2973728	-0.2855193	-0.2824054	-0.2890584	-0.2715293	-0.2404206	-0.1936174	-0.1553096	-0.1250741	-0.1081376	-0.09313214	-0.08923669	-0.07588305	-0.07066246	-0.0534818	-0.04518569	-0.02895727	-0.01357821	0.001068787	0.002084456	0.005679309	0.01481356	0.03243842	0.04739143	0.06144524	0.07313129	0.07561916	0.07632061	0.06858549	0.05821216	0.04864337	0.04620021	0.04919609	0.05854798	0.06415446	0.06375138	0.05016358	0.03567784	0.02742756	0.02082097	0.01100801	-0.01258337	-0.06310502	-0.1027143	-0.07441347	-0.1234446	-0.04841661	0.0112293	-0.006011796	-0.1379525	-0.2328042	-0.2840271	-0.2204129	-0.08726022	-0.1763707	-0.2712184
12S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.3334119	-0.5039087	-0.5759717	-0.2954914	0.07033603	0.3378946	0.3920556	0.3965117	0.344442	0.2382755	0.1105974	-0.02761531	-0.07121786	-0.08249868	0.00548533	0.1078505	0.07406841	0.1642182	0.8519487	0.7748481	0.200299	0.1690933	0.1080249	-0.06747974	-0.1014442	-0.135404	-0.1539624	-0.1026197	-0.1105331	-0.1006828	-0.1227511	-0.1284719	-0.1159149	-0.1118773	-0.1294077	-0.1461751	-0.143022	-0.1058817	-0.08789106	-0.07353427	-0.09163389	-0.06153722	-0.1289479	-0.2049986	-0.1531053	-0.178033	-0.1619353	-0.1406474	-0.05290443	0.002685727	0.04032296	0.03848156	0.02909522	-0.003053152	-0.0394224	-0.07316016	-0.08836013	-0.09663331	-0.0911532	-0.08880842	-0.08160131	-0.06867907	-0.05554886	-0.06577607	-0.1036517	-0.1533474	-0.1847656	-0.179855	-0.1489997	-0.1424893	-0.1386553	-0.1281784	-0.1214833	-0.1440426	-0.1619698	-0.1704727	-0.16827	-0.1557769	-0.1342316	-0.1151091	-0.1184079	-0.1388898	-0.148263	-0.1313789	-0.07745706	-0.0237886	0.01912909	0.02940145	0.02464286	0.01011823	-0.00334901	-0.008972349	-0.00399882	-0.01151578	-0.01826428	-0.01957233	-0.02832315	-0.05040588	-0.118182	-0.2161374	-0.2924184	-0.303563	-0.2593856	-0.2333816	-0.237412	-0.256243	-0.2828785	-0.2983921	-0.2746847	-0.2318188	-0.1815841	-0.1544631	-0.1268183	-0.1109911	-0.09881785	-0.09381206	-0.08104637	-0.06588292	-0.04916889	-0.03340243	-0.009611965	0.004620078	0.01320652	0.017734	0.03134019	0.04601458	0.05920653	0.0703054	0.07573114	0.07456251	0.07561543	0.0708072	0.06170015	0.0568871	0.05365914	0.05835358	0.06910487	0.06804501	0.05276736	0.03551445	0.02427865	0.02439551	0.01538485	-0.00717807	-0.04099998	-0.09322291	-0.1134593	-0.07305332	-0.1635366	-0.04685339	0.03670014	0.01453898	-0.1124172	-0.2169866	-0.2818906	-0.1961463	-0.06378625	-0.1478604	-0.2548926
11.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.194806	-0.4403573	-0.5422783	-0.3132326	0.02211521	0.2713586	0.3136761	0.346549	0.3136118	0.2172401	0.1002159	-0.02665356	-0.0590989	-0.04123766	0.0624485	0.1331463	0.1361148	0.3711078	0.8746023	0.6204994	0.07211509	0.2408597	-0.01424319	-0.02811287	-0.1663969	-0.1323352	-0.1486527	-0.1101125	-0.09664661	-0.1100897	-0.1216909	-0.1307333	-0.107682	-0.1076391	-0.1295163	-0.1579449	-0.1609926	-0.1212342	-0.07774806	-0.08162164	-0.1031479	-0.06046022	-0.1178364	-0.1580291	-0.1628581	-0.1422953	-0.1502457	-0.1254548	-0.0560827	0.01536496	0.04971733	0.04672435	0.02291742	-0.01219709	-0.05785098	-0.08736352	-0.1030674	-0.1040886	-0.100088	-0.09343101	-0.08485115	-0.0741914	-0.06840531	-0.08185702	-0.124484	-0.1701874	-0.1983078	-0.184013	-0.1497017	-0.1318542	-0.1273389	-0.1207524	-0.1201278	-0.1357884	-0.1563838	-0.1678484	-0.1695967	-0.1551493	-0.1329064	-0.1128046	-0.1157164	-0.1317167	-0.1466907	-0.1235552	-0.07037186	-0.01392458	0.023039	0.03768821	0.03447679	0.02492779	0.009050161	-0.00121139	-0.008748963	-0.01643882	-0.02163855	-0.02164195	-0.02558752	-0.06170565	-0.1450885	-0.2335371	-0.2771826	-0.2474451	-0.1961826	-0.1801296	-0.1992903	-0.2337804	-0.2826199	-0.3190573	-0.3177556	-0.2711183	-0.2174243	-0.1792769	-0.1564156	-0.1306472	-0.1172984	-0.1078239	-0.09699793	-0.07337411	-0.05379303	-0.03044714	-0.008216432	0.009239754	0.01908435	0.02886025	0.04248416	0.05799785	0.06763556	0.07424565	0.07550285	0.07422084	0.07810075	0.07513505	0.06919941	0.06287023	0.05781006	0.06390168	0.06924326	0.05317722	0.03021908	0.01579496	0.01338254	0.02570283	0.01374682	-0.01436901	-0.05837607	-0.0889291	-0.1197895	-0.1312682	-0.2203052	-0.03447165	0.07398181	0.04929718	-0.08024886	-0.2085488	-0.2679043	-0.1717177	-0.03479481	-0.1089848	-0.2191451
11.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.05165424	-0.355356	-0.4941711	-0.3265434	-0.02664939	0.2110406	0.2296493	0.2914589	0.2753862	0.1896433	0.07394752	-0.01921278	-0.02649384	0.0361411	0.1190312	0.1579327	0.253104	0.5329311	0.770022	0.3820195	0.05894874	0.2319596	-0.1053036	-0.02738826	-0.1808559	-0.1615381	-0.133817	-0.1150711	-0.08750144	-0.1061055	-0.1229632	-0.1237643	-0.1068242	-0.1016714	-0.1351933	-0.1689233	-0.1772751	-0.1289265	-0.07974057	-0.09249865	-0.09089687	-0.07506142	-0.1062848	-0.1196286	-0.1483431	-0.1201292	-0.120933	-0.1142769	-0.05143831	0.02221387	0.05642264	0.0420424	0.008699787	-0.02282278	-0.07179788	-0.09585018	-0.1166428	-0.1147556	-0.1122419	-0.1027997	-0.0874538	-0.07841176	-0.07635988	-0.09493746	-0.1351899	-0.1847048	-0.2038355	-0.1915684	-0.1518054	-0.1297796	-0.116058	-0.1182718	-0.1232188	-0.136184	-0.1516199	-0.1681106	-0.165906	-0.1529033	-0.1266807	-0.1057621	-0.1052535	-0.1234568	-0.1369236	-0.1166658	-0.06053052	-0.01246245	0.02392895	0.0386535	0.03968911	0.03075674	0.01774369	-0.0003029766	-0.01163601	-0.01925026	-0.02286048	-0.01999792	-0.02724775	-0.08001592	-0.1685658	-0.2375089	-0.2500082	-0.1974384	-0.1528766	-0.1475562	-0.1705528	-0.2197686	-0.2785686	-0.3352772	-0.3542472	-0.3214715	-0.2518288	-0.2031893	-0.1783233	-0.1546443	-0.1349546	-0.1301585	-0.1133352	-0.08886749	-0.05604428	-0.02798128	-0.00481109	0.01221323	0.02522913	0.03502994	0.04999599	0.06492366	0.07176688	0.07531139	0.07585489	0.0774816	0.08153792	0.08037423	0.07405075	0.06294873	0.05713798	0.06629107	0.05859463	0.03579869	0.01323882	-0.002001024	0.002134848	0.01815786	0.02046904	-0.01344636	-0.0376912	-0.06756779	-0.1635949	-0.2428375	-0.2815069	-0.007588132	0.1326474	0.09516023	-0.04432067	-0.2016165	-0.2476277	-0.1483089	-0.01459207	-0.06756595	-0.1776499
11.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.0958487	-0.2471887	-0.4346623	-0.3389925	-0.08629125	0.1763948	0.1588555	0.236641	0.2395746	0.1569306	0.05980797	0.01826143	0.04340102	0.09488402	0.1475777	0.2071235	0.3571076	0.5642064	0.5859221	0.1643689	0.1353537	0.09881588	-0.09340544	-0.0945057	-0.1539391	-0.1861398	-0.1331015	-0.1079509	-0.0874236	-0.1003545	-0.1189425	-0.1223202	-0.1013915	-0.1073037	-0.1428486	-0.1794192	-0.18285	-0.1350719	-0.09332046	-0.09381102	-0.07959373	-0.07173981	-0.0997375	-0.09042038	-0.1285399	-0.096223	-0.09516154	-0.09636068	-0.04912323	0.02592645	0.05710899	0.03275505	-0.0007954136	-0.02806955	-0.06968822	-0.1053856	-0.1300407	-0.1325126	-0.1304881	-0.1150531	-0.09976777	-0.0802211	-0.08494411	-0.100045	-0.1455723	-0.188181	-0.209994	-0.1946392	-0.1624749	-0.1244038	-0.1116058	-0.1155258	-0.1301182	-0.1369232	-0.1537776	-0.1654066	-0.164115	-0.1473762	-0.1236313	-0.09640945	-0.09705242	-0.1130599	-0.1269807	-0.1055276	-0.05828607	-0.01542617	0.01572021	0.03282055	0.03337669	0.03230274	0.01970248	0.003087748	-0.01325759	-0.02141247	-0.02585888	-0.01946093	-0.04203014	-0.1023616	-0.1770336	-0.2228791	-0.211239	-0.1615722	-0.1290141	-0.1360828	-0.1613315	-0.2100147	-0.2701823	-0.3358527	-0.3774371	-0.3639243	-0.2947944	-0.2194962	-0.1891087	-0.1724469	-0.1532094	-0.1485543	-0.136502	-0.1082601	-0.06671943	-0.02450292	-0.002022164	0.01549929	0.028761	0.03805101	0.05360801	0.06617776	0.07410582	0.07531293	0.07859528	0.08128253	0.0857391	0.0801457	0.0730202	0.05684645	0.06005244	0.06502488	0.05327224	0.03012342	0.006403736	-0.016256	-0.0100665	0.01236408	0.02446618	0.009833115	-0.004073902	-0.0561551	-0.2485508	-0.3578152	-0.3418177	0.02845765	0.2039711	0.1460903	-0.009049497	-0.1952241	-0.2245123	-0.1289549	-0.004769956	-0.03194733	-0.1306982
11S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2639134	-0.1438396	-0.3577935	-0.3447039	-0.1577569	0.1316836	0.1227678	0.1819196	0.2136206	0.141747	0.07846983	0.07987164	0.1051047	0.1405605	0.184633	0.2653534	0.3885237	0.4797214	0.3718584	0.06221699	0.1733966	-0.05241251	-0.04521884	-0.1614646	-0.1444939	-0.187476	-0.1437947	-0.09950929	-0.08520772	-0.09359506	-0.1143032	-0.1155433	-0.1050078	-0.1140124	-0.1525214	-0.1854815	-0.179667	-0.1382104	-0.1139089	-0.0999073	-0.06233434	-0.0747062	-0.07988746	-0.06579757	-0.1106025	-0.08358757	-0.06761227	-0.07786994	-0.05068053	0.02376559	0.05451246	0.03145966	-0.00335236	-0.01708969	-0.07038427	-0.11825	-0.1552965	-0.1533747	-0.1531707	-0.1310673	-0.1193506	-0.09271081	-0.09050187	-0.1098521	-0.1461859	-0.1884433	-0.2087373	-0.2036042	-0.1699816	-0.1232574	-0.1070595	-0.1164346	-0.1306042	-0.1374281	-0.1527308	-0.1638885	-0.1625696	-0.14621	-0.1182064	-0.09186462	-0.08772224	-0.1027161	-0.1134549	-0.09668949	-0.05735544	-0.02454928	0.006848032	0.02077102	0.02788123	0.02672153	0.01922422	0.004611966	-0.01026732	-0.02510426	-0.0286742	-0.02657614	-0.06395082	-0.1144691	-0.1682004	-0.1913454	-0.1734308	-0.1377044	-0.1243042	-0.1389118	-0.1704351	-0.2131673	-0.2616755	-0.3212248	-0.3749762	-0.3851359	-0.3402604	-0.2445147	-0.1881218	-0.1794973	-0.1683224	-0.1640116	-0.1584783	-0.1330091	-0.08123192	-0.02568651	0.0002656946	0.0146537	0.02965428	0.04361279	0.05649076	0.06715965	0.07282653	0.07575047	0.07988127	0.08746181	0.08565702	0.08033609	0.0646705	0.05556023	0.06193266	0.06567141	0.05175804	0.03013085	-0.008803039	-0.03516897	-0.01839934	0.01351938	0.0338264	0.03753482	0.02048351	-0.07073224	-0.3374656	-0.4584953	-0.3860182	0.0628065	0.267117	0.1987099	0.01496255	-0.1819777	-0.2026834	-0.1083171	-0.0110362	-0.006432541	-0.0882834
